DISEASE/TRAIT	SNPS	PUBMEDID	IlmnID	SNP_distance_to_CpG
X-12038 levels	rs1800775	24816252	cg03232842_TC21	35
Serum 25-Hydroxyvitamin D levels	rs1800775	32242144	cg03232842_TC21	35
High density lipoprotein cholesterol levels	rs1800775	30911093	cg03232842_TC21	35
ENO1/FIS1 protein level ratio	rs1800775	38412862	cg03232842_TC21	35
Phosphatidylcholine_34:0_[M+H]1+/Phosphatidylethanolamine_37:0_[M+H]1+/Phosphatidate_39:1_[M+NH4]1+ levels	rs1800775	34503513	cg03232842_TC21	35
Multi-trait sum score	rs1800775	37277458	cg03232842_TC21	35
Multi-trait sex score	rs1800775	37277458	cg03232842_TC21	35
Mean platelet volume	rs111896493	27863252	cg14212190_BC21	8
Mean platelet volume	rs111896493	32888494	cg14212190_BC21	8
LDL cholesterol levels x short total sleep time interaction (2df test)	rs3810143	31719535	cg24577452_BC21	33
LDL cholesterol levels x long total sleep time interaction (2df test)	rs3810143	31719535	cg24577452_BC21	33
Alcohol-associated liver disease in light drinkers	rs73004257	34387878	cg06860823_TC21	22
Schizophrenia (MTAG)	rs7288455	33479212	cg03390717_BC21	38
Intelligence	rs7288455	36378351	cg03390717_BC21	38
Educational attainment	rs7288455	34855049	cg03390717_BC21	38
Height	rs56249733	34594039	cg02090569_TC21	8
Height	rs56249733	39134668	cg02090569_TC21	8
Atrial fibrillation	rs2738413	29892015	cg23250157_TC21	1
Atrial fibrillation	rs2738413	29892015	cg23250157_TC21	1
Atrial fibrillation/atrial flutter	rs2738413	34594039	cg23250157_TC21	1
Atrial fibrillation	rs2738413	30061737	cg23250157_TC21	1
Cardioembolic stroke (MTAG)	rs2738413	35872910	cg23250157_TC21	1
Atrial fibrillation (MTAG)	rs2738413	35872910	cg23250157_TC21	1
Atrial fibrillation	rs2738413	36653681	cg23250157_TC21	1
Atrial fibrillation	rs2738413	36653681	cg23250157_TC21	1
Atrial fibrillation	rs2738413	36653681	cg23250157_TC21	1
Insulin-like growth factor 1 levels	rs2602717	33462484	cg04946561_BC21	51
Cerebral amyloid deposition (PET imaging)	rs71352238	30361487	cg12271581_TC21	6
Memory decline in normal cognition	rs71352238	37984853	cg12271581_TC21	6
Memory decline	rs71352238	37984853	cg12271581_TC21	6
Memory decline	rs71352238	37984853	cg12271581_TC21	6
Memory decline	rs71352238	37984853	cg12271581_TC21	6
Memory decline in impaired cognition	rs71352238	37984853	cg12271581_TC21	6
Memory decline in normal cognition	rs71352238	37984853	cg12271581_TC21	6
Memory decline in normal cognition	rs71352238	37984853	cg12271581_TC21	6
Baseline memory in impaired cognition	rs71352238	37984853	cg12271581_TC21	6
Baseline memory	rs71352238	37984853	cg12271581_TC21	6
Baseline memory	rs71352238	37984853	cg12271581_TC21	6
Baseline memory	rs71352238	37984853	cg12271581_TC21	6
Baseline memory	rs71352238	37984853	cg12271581_TC21	6
Memory decline	rs71352238	37984853	cg12271581_TC21	6
Memory decline in normal cognition	rs71352238	37984853	cg12271581_TC21	6
Alzheimer's disease	rs71352238	30636644	cg12271581_TC21	6
Alzheimer's disease	rs71352238	30636644	cg12271581_TC21	6
Alzheimer's disease	rs71352238	30636644	cg12271581_TC21	6
Metabolic syndrome	rs71352238	38201907	cg12271581_TC21	6
Fat distribution (HIV)	rs4820294	21897333	cg00142150_TC21	42
Major depressive disorder	rs200897153	27777418	cg19250315_BC21	0
Creatinine levels	rs132653	33462484	cg23889684_TC21	10
Estimated glomerular filtration rate	rs132653	33462484	cg23889684_TC21	10
Aspartate aminotransferase to alanine aminotransferase ratio	rs132653	33462484	cg23889684_TC21	10
Serum alkaline phosphatase levels	rs132653	33462484	cg23889684_TC21	10
Alanine aminotransferase levels	rs132653	33462484	cg23889684_TC21	10
Aspartate aminotransferase levels	rs132653	33462484	cg23889684_TC21	10
Body mass index	rs132653	36581621	cg23889684_TC21	10
Height	rs11466321	36224396	cg15735736_BC21	34
Corneal resistance factor	rs759509948	33311554	cg09926364_TC21	14
Corneal resistance factor	rs759509948	33311554	cg09926364_TC21	14
Phoneme awareness	rs2426109	35998220	cg16850077_BC21	12
Male-pattern baldness	rs73030120	30573740	cg09479818_BC21	6
Waist circumference adjusted for body mass index	rs73030120	31669095	cg09479818_BC21	6
Waist-to-hip ratio adjusted for BMI	rs73030120	34021172	cg09479818_BC21	6
Waist-hip index	rs73030120	34021172	cg09479818_BC21	6
Alpha-2-antiplasmin levels	rs3809872	34648354	cg02139951_TC21	37
Sex hormone-binding globulin levels	rs3809872	33462484	cg02139951_TC21	37
Serum albumin levels	rs3809872	33462484	cg02139951_TC21	37
Serum alkaline phosphatase levels	rs3809872	33462484	cg02139951_TC21	37
Calcium levels	rs3809872	33462484	cg02139951_TC21	37
Serum total protein levels	rs3809872	33462484	cg02139951_TC21	37
Peripheral arterial disease (traffic-related air pollution interaction)	rs2073300	27082954	cg02051975_BC21	30
Myeloblastin levels	rs12052121	36168886	cg09930046_TC21	48
Hematocrit	rs12889267	27863252	cg04752768_TC21	33
Resting heart rate	rs12889267	27798624	cg04752768_TC21	33
Fat-free mass	rs12889267	30593698	cg04752768_TC21	33
Fat-free mass	rs12889267	30593698	cg04752768_TC21	33
Hemoglobin levels	rs12889267	32327693	cg04752768_TC21	33
Hematocrit	rs12889267	32888493	cg04752768_TC21	33
Red blood cell count	rs12889267	30595370	cg04752768_TC21	33
Hematocrit	rs12889267	32888493	cg04752768_TC21	33
Hemoglobin concentration	rs12889267	32888493	cg04752768_TC21	33
Hematocrit	rs12889267	32888494	cg04752768_TC21	33
Hemoglobin concentration	rs12889267	32888493	cg04752768_TC21	33
Heart rate response to exercise	rs12889267	29769521	cg04752768_TC21	33
PR interval	rs12889267	32439900	cg04752768_TC21	33
Red blood cell count	rs12889267	32888493	cg04752768_TC21	33
Hemoglobin	rs12889267	32888494	cg04752768_TC21	33
Plateletcrit	rs12889267	32888494	cg04752768_TC21	33
Red blood cell count	rs12889267	32888494	cg04752768_TC21	33
Cortical thickness	rs12889267	34560273	cg04752768_TC21	33
Descending aorta diameter	rs12889267	37019578	cg04752768_TC21	33
Whole body fat free mass (UKB data field 23101)	rs12889267	38538606	cg04752768_TC21	33
Descending aorta maximum area	rs12889267	35922433	cg04752768_TC21	33
Descending thoracic aortic diameter	rs12889267	34837083	cg04752768_TC21	33
Hemoglobin	rs12889267	34594039	cg04752768_TC21	33
Body size (confirmatory factor analysis Factor 21)	rs12889267	38965376	cg04752768_TC21	33
Hematocrit	rs12889267	34594039	cg04752768_TC21	33
Vertex-wise sulcal depth	rs12889267	34910505	cg04752768_TC21	33
Red blood cell count	rs12889267	34594039	cg04752768_TC21	33
Vertex-wise cortical thickness	rs12889267	34910505	cg04752768_TC21	33
Multi-trait sex score	rs12889267	37277458	cg04752768_TC21	33
Femoral neck width	rs12889267	38477772	cg04752768_TC21	33
Low testosterone levels	rs183855978	34337532	cg08584381_BC21	18
Height	rs1466716	36224396	cg03296797_TC21	32
Post bronchodilator FEV1/FVC ratio	rs183816717	26634245	cg00286388_TC21	37
Mean reticulocyte volume	rs7141985	32888494	cg18507732_BC21	11
Lymphocyte count	rs34325	32888494	cg27649522_TC21	37
White blood cell count	rs34325	32888493	cg27649522_TC21	37
White blood cell count	rs34325	34594039	cg27649522_TC21	37
Lymphocyte count	rs34325	34594039	cg27649522_TC21	37
Serum levels of protein WFIKKN1	rs116903998	35078996	cg09476347_TC21	1
Type 2 diabetes	rs2066827	30297969	cg19252671_TC21	11
Prostate cancer	rs2066827	29892016	cg19252671_TC21	11
Type 2 diabetes	rs2066827	32541925	cg19252671_TC21	11
Monocyte percentage of white cells	rs2066827	32888494	cg19252671_TC21	11
Prostate cancer	rs2066827	33398198	cg19252671_TC21	11
Height	rs2066827	36224396	cg19252671_TC21	11
Prostate cancer	rs2066827	37945903	cg19252671_TC21	11
Prostate cancer	rs2066827	37945903	cg19252671_TC21	11
Appendicular lean mass	rs2066827	33097823	cg19252671_TC21	11
Appendicular lean mass	rs2066827	33097823	cg19252671_TC21	11
Appendicular lean mass	rs2066827	33097823	cg19252671_TC21	11
Type 2 diabetes	rs2066827	35551307	cg19252671_TC21	11
Type 2 diabetes	rs2066827	35551307	cg19252671_TC21	11
Hemoglobin A1c levels	rs2066827	34594039	cg19252671_TC21	11
Type 2 diabetes	rs2066827	39379762	cg19252671_TC21	11
Height	rs2066827	39134668	cg19252671_TC21	11
Monocyte count	rs2066827	34594039	cg19252671_TC21	11
Body surface area	rs2066827	36502284	cg19252671_TC21	11
Bone mineral density mean	rs76005710	37500982	cg26955132_TC21	27
Asthma	rs4029774	34594039	cg18810026_TC21	9
Height	rs542151633	39134668	cg13861407_TC21	1
Protein quantitative trait loci (liver)	rs41306415	32778093	cg02949574_TC21	0
Post bronchodilator FEV1	rs1051730	26634245	cg08035213_TC21	29
Post bronchodilator FEV1/FVC ratio in COPD	rs1051730	26634245	cg08035213_TC21	29
Pre bronchodilator FEV1	rs1051730	26634245	cg08035213_TC21	29
Pre bronchodilator FEV1/FVC ratio	rs1051730	26634245	cg08035213_TC21	29
Smoking status (heavy vs light)	rs1051730	28520984	cg08035213_TC21	29
Smoking behaviour (cigarettes smoked per day)	rs1051730	30617275	cg08035213_TC21	29
Lung adenocarcinoma	rs1051730	19836008	cg08035213_TC21	29
Lung cancer	rs1051730	18978790	cg08035213_TC21	29
Smoking behavior	rs1051730	20418888	cg08035213_TC21	29
Smoking behavior	rs1051730	20418890	cg08035213_TC21	29
Smoking behavior	rs1051730	20418889	cg08035213_TC21	29
Nicotine dependence	rs1051730	18385739	cg08035213_TC21	29
Post bronchodilator FEV1/FVC ratio	rs1051730	26634245	cg08035213_TC21	29
Peripheral artery disease in non diabetes	rs1051730	34601942	cg08035213_TC21	29
Peripheral artery disease in ever smokers	rs1051730	34601942	cg08035213_TC21	29
Lung cancer in ever smokers	rs1051730	30104567	cg08035213_TC21	29
Lung cancer	rs1051730	30104567	cg08035213_TC21	29
Poultry consumption	rs1051730	32193382	cg08035213_TC21	29
Eosinophil counts	rs9901392	29403010	cg01043374_TC21	24
Coronary heart disease	rs17228212	17634449	cg26876701_TC21	26
Endometriosis or asthma (pleiotropy)	rs17228212	35472084	cg26876701_TC21	26
Height	rs17228212	36224396	cg26876701_TC21	26
Blood protein levels	rs12628473	30072576	cg00724839_TC21	13
Feeling worry	rs116962250	29500382	cg12241733_BC21	32
Platelet count	rs6712	32888494	cg24361256_BC21	23
TestASV_19 (Prevotella) abundance	rs935336	33462482	cg26082202_BC21	46
Height	rs935336	36224396	cg26082202_BC21	46
Non-albumin protein levels	rs75724454	33462484	cg04957209_TC21	50
Waist-hip index	rs12461581	34021172	cg24895777_TC21	36
Waist-to-hip ratio adjusted for BMI	rs12461581	34021172	cg24895777_TC21	36
Waist circumference adjusted for body mass index	rs12461581	34021172	cg24895777_TC21	36
StAR-related lipid transfer protein 5 levels	rs58076056	34648354	cg23173517_TC21	28
Attention deficit hyperactivity disorder symptom score	rs10808119	27663945	cg27023010_BC21	32
Asthma and cardiovascular disease	rs2517954	35126453	cg05616858_TC21	41
Waist circumference adjusted for body mass index	rs11072450	31669095	cg10974980_BC21	37
Height	rs11072450	39134668	cg10974980_BC21	37
Body mass index	rs139215588	29273807	cg02452310_BC21	15
Platelet distribution width	rs78290674	32888494	cg06376130_TC21	40
Red blood cell count	rs62045849	27863252	cg05227055_TC21	24
Mean corpuscular hemoglobin	rs62045849	32888494	cg05227055_TC21	24
Mean corpuscular volume	rs62045849	32888494	cg05227055_TC21	24
Mean reticulocyte volume	rs62045849	32888494	cg05227055_TC21	24
Mean spheric corpuscular volume	rs62045849	32888494	cg05227055_TC21	24
Red blood cell count	rs62045849	32888494	cg05227055_TC21	24
Hypertension (confirmatory factor analysis Factor 12)	rs1955368	38965376	cg18946787_TC21	36
Polymeric immunoglobulin receptor levels	rs485073	36349687	cg00392075_BC21	48
Protein FAM3D level in Chronic kidney disease with hypertension and no diabetes (13102_1)	rs485073	35870639	cg00392075_BC21	48
Schizophrenia vs ADHD (ordinary least squares (OLS))	rs603985	33686288	cg00392075_BC21	46
Cholesteryl ester levels in medium LDL	rs603985	35213538	cg00392075_BC21	46
Phosphatidylcholine levels	rs603985	35213538	cg00392075_BC21	46
Phosphoglycerides levels	rs603985	35213538	cg00392075_BC21	46
Total lipid levels in lipoprotein particles	rs603985	35213538	cg00392075_BC21	46
Total phospholipid levels in lipoprotein particles	rs603985	35213538	cg00392075_BC21	46
Human milk oligosaccharide concentration (3'-fucosyllactose)	rs603985	39232002	cg00392075_BC21	46
Human milk oligosaccharide concentration (2'-fucosyllactose)	rs603985	39232002	cg00392075_BC21	46
Human milk oligosaccharide concentration (3'-sialyllactose)	rs603985	39232002	cg00392075_BC21	46
Total concentration of 19 human milk oligosaccharides	rs603985	39232002	cg00392075_BC21	46
Human milk oligosaccharide concentration (Sialic acid-bound)	rs603985	39232002	cg00392075_BC21	46
Human milk oligosaccharide concentration (Fucose-bound)	rs603985	39232002	cg00392075_BC21	46
Human milk oligosaccharide concentration (fucodisialyllacto-N-hexaose)	rs603985	39232002	cg00392075_BC21	46
Human milk oligosaccharide concentration (disialyllacto-N-hexaose)	rs603985	39232002	cg00392075_BC21	46
Human milk oligosaccharide concentration (fucosyllacto-N-hexaose)	rs603985	39232002	cg00392075_BC21	46
Human milk oligosaccharide concentration (lacto-N-fucopentaose-I)	rs603985	39232002	cg00392075_BC21	46
Human milk oligosaccharide concentration (sialyl-lacto-N-tetraose b)	rs603985	39232002	cg00392075_BC21	46
Human milk oligosaccharide concentration (sialyl-lacto-N-tetraose c)	rs603985	39232002	cg00392075_BC21	46
Human milk oligosaccharide concentration (lacto-N-tetrose)	rs603985	39232002	cg00392075_BC21	46
Human milk oligosaccharide concentration (lacto-N-fucopentaose-III)	rs603985	39232002	cg00392075_BC21	46
Human milk oligosaccharide concentration (lacto-N-fucopentaose-II)	rs603985	39232002	cg00392075_BC21	46
Human milk oligosaccharide concentration (difucosyllacto-N-tetrose)	rs603985	39232002	cg00392075_BC21	46
Human milk oligosaccharide concentration (difucosyllactose)	rs603985	39232002	cg00392075_BC21	46
Human milk oligosaccharide concentration (difucosyllacto-N-hexaose)	rs603985	39232002	cg00392075_BC21	46
Triglyceride levels in HDL	rs603985	38448586	cg00392075_BC21	46
Triglycerides to total lipids ratio in large HDL	rs603985	38448586	cg00392075_BC21	46
Total cholines levels	rs603985	35213538	cg00392075_BC21	46
PLA2G1B/PRSS2 protein level ratio	rs2231861	38412862	cg18550003_BC21	37
Dietary macronutrient intake (multi-trait analysis)	rs2231861	34426670	cg18550003_BC21	37
Lymphocyte count	rs34230287	32888494	cg00122941_TC21	10
Inosine-5-monophosphate dehydrogenase 1 levels	rs3783382	34648354	cg10241871_TC21	17
Visceral adipose tissue adjusted for BMI	rs746080	22589738	cg00911376_BC21	12
Eosinophil counts	rs144611453	34594039	cg10724086_BC21	51
Gut microbiota (bacterial taxa, hurdle binary method)	rs73981908	32572223	cg08770935_BC21	22
Hip index	rs55707014	34021172	cg19365742_TC21	26
Type 1 diabetes	rs193778	25751624	cg04609482_TC21	42
Triglycerides to total lipids ratio in medium LDL	rs6494387	35213538	cg25691442_TC21	14
Multiple sclerosis	rs34286592	27386562	cg03523538_BC21	20
Mean platelet volume	rs34286592	32888493	cg03523538_BC21	20
Mean platelet volume	rs34286592	32888494	cg03523538_BC21	20
Lung function (FVC)	rs34582191	30595370	cg11257823_TC21	28
Bone mineral density mean	rs78506317	37500982	cg22218316_BC21	51
Height	rs10426188	36224396	cg02360676_TC21	27
Hippocampal volume	rs2630772	25625606	cg24735790_TC21	23
PR interval in Tripanosoma cruzi seropositivity	rs3176130	24324551	cg01099875_BC21	22
Heel bone mineral density	rs182103652	30598549	cg26951000_TC21	25
Insulin-like growth factor 1 levels	rs571481044	34226706	cg11394588_TC21	1
Serum uric acid levels	rs6026578	29403010	cg11480267_BC21	31
Blood urea nitrogen levels	rs6026578	29403010	cg11480267_BC21	31
Creatinine levels	rs6026578	29403010	cg11480267_BC21	31
Glomerular filtration rate	rs6026578	29403010	cg11480267_BC21	31
Serum uric acid levels	rs6026578	30993211	cg11480267_BC21	31
Serum uric acid levels	rs6026578	34594039	cg11480267_BC21	31
Serum creatinine levels	rs6026578	34594039	cg11480267_BC21	31
Resting heart rate	rs6026578	38116116	cg11480267_BC21	31
Diastolic blood pressure	rs6026578	38689001	cg11480267_BC21	31
Urate levels	rs6026578	31578528	cg11480267_BC21	31
Appendicular lean mass	rs6026578	33097823	cg11480267_BC21	31
Height	rs6026578	39134668	cg11480267_BC21	31
Serum creatinine levels	rs6026578	34594039	cg11480267_BC21	31
Body surface area	rs6026578	36502284	cg11480267_BC21	31
Systolic blood pressure	rs6026578	38689001	cg11480267_BC21	31
Height	rs4151134	36224396	cg17788227_TC21	22
Intelligence	rs4821888	29942086	cg15621988_BC21	41
Pancreatic cancer	rs117598596	34290314	cg05031011_TC21	48
Hippocampal subfield right CA1 volume (head)	rs1001774	37337106	cg14059830_TC21	51
Insomnia	rs1001774	35835914	cg14059830_TC21	51
Lymphocyte count	rs16904181	27863252	cg16520519_TC21	51
Breast dense area	rs12548786	37345113	cg19611886_BC21	21
5-methyluridine (ribothymidine) levels	rs13227958	35347128	cg20001070_TC21	6
Histidine levels	rs143854097	35213538	cg16321323_TC21	1
Height	rs2074447	36224396	cg05826237_BC21	10
Body mass index	rs10221489	30239722	cg11824179_TC21	38
Body mass index	rs58431213	30595370	cg19685881_BC21	39
Body mass index	rs58431213	36581621	cg19685881_BC21	39
Total cholesterol levels (MTAG)	rs114213467	37669986	cg22569523_TC21	29
High-density lipoprotein levels (MTAG)	rs114213467	37669986	cg22569523_TC21	29
Perceived intensity of sucrose	rs8081814	31005972	cg00920069_TC21	46
Galectin-3 levels	rs76480089	33067605	cg05834508_TC21	22
Tryptase beta-2 levels	rs202059492	36168886	cg01426795_TC21	36
Creatinine levels	rs515639	33462484	cg20958098_TC21	24
Estimated glomerular filtration rate	rs515639	33462484	cg20958098_TC21	24
Brain region volumes	rs4637207	31676860	cg26379383_TC21	43
Body fat percentage	rs879620	30593698	cg27066052_TC21	32
Body fat percentage	rs879620	30593698	cg27066052_TC21	32
Predicted visceral adipose tissue	rs879620	31501611	cg27066052_TC21	32
Body fat percentage	rs879620	30593698	cg27066052_TC21	32
Metabolic syndrome	rs879620	39349817	cg27066052_TC21	32
Body mass index	rs879620	28892062	cg27066052_TC21	32
Hip circumference	rs879620	25673412	cg27066052_TC21	32
Hip circumference	rs879620	25673412	cg27066052_TC21	32
Adult body size	rs879620	32376654	cg27066052_TC21	32
Whole body fat mass (UKB data field 23100)	rs879620	38538606	cg27066052_TC21	32
Body mass index (MTAG)	rs879620	36376304	cg27066052_TC21	32
Body mass index	rs879620	34594039	cg27066052_TC21	32
Weight	rs879620	34594039	cg27066052_TC21	32
Body mass index	rs879620	36581621	cg27066052_TC21	32
Hand grip strength	rs879620	29691431	cg27066052_TC21	32
Body mass index and fasting glucose (pairwise)	rs879620	33619380	cg27066052_TC21	32
Body mass index	rs879620	30108127	cg27066052_TC21	32
Body fat percentage	rs879620	33980691	cg27066052_TC21	32
Metabolic biomarkers (multivariate analysis)	rs879620	33980691	cg27066052_TC21	32
Serum albumin levels	rs879620	33462484	cg27066052_TC21	32
Body mass index	rs879620	35399580	cg27066052_TC21	32
Body mass index	rs879620	35538205	cg27066052_TC21	32
C-reactive protein	rs879620	34594039	cg27066052_TC21	32
Body mass index	rs879620	34594039	cg27066052_TC21	32
Weight	rs879620	34594039	cg27066052_TC21	32
BMI and adiposity (confirmatory factor analysis Factor 7)	rs879620	38965376	cg27066052_TC21	32
Body mass index	rs879620	39375568	cg27066052_TC21	32
Body mass index	rs879620	35945198	cg27066052_TC21	32
Body mass index	rs879620	39134668	cg27066052_TC21	32
Body surface area	rs879620	36502284	cg27066052_TC21	32
Body mass index	rs879620	37280435	cg27066052_TC21	32
Body mass index	rs879620	38538606	cg27066052_TC21	32
C-reactive protein levels (MTAG)	rs879620	36376304	cg27066052_TC21	32
Serum urate levels	rs879620	38658550	cg27066052_TC21	32
Serum urate levels	rs879620	38658550	cg27066052_TC21	32
Whole body fat free mass (UKB data field 23101)	rs879620	38538606	cg27066052_TC21	32
Risk-taking behavior (multivariate analysis)	rs2311766	36324656	cg27438980_BC21	19
Height	rs12675	36224396	cg19935128_BC21	29
Schizophrenia	rs12675	35396580	cg19935128_BC21	29
Hemoglobin A1c levels	rs141250471	34226706	cg01152711_BC21	40
Obesity-related traits	rs61744862	23251661	cg15833634_BC21	3
Red vs non-red hair color	rs143512305	36672889	cg02758463_BC21	42
Color vision defects (Tritan)	rs147139658	37359372	cg01467604_BC21	1
Triglyceride levels	rs11665759	31647587	cg00879218_BC21	9
Triglyceride levels	rs11665759	34074324	cg00879218_BC21	9
Insulin-like growth factor 1 levels	rs4024546	33462484	cg26292442_TC21	31
Height	rs4982404	34594039	cg16082336_TC21	28
Height	rs4982404	39134668	cg16082336_TC21	28
Systolic blood pressure x alcohol consumption interaction (2df test)	rs4277405	29912962	cg01719825_TC21	20
Diastolic blood pressure x alcohol consumption interaction (2df test)	rs4277405	29912962	cg01719825_TC21	20
Cardiovascular disease	rs4277405	30595370	cg01719825_TC21	20
Medication use (agents acting on the renin-angiotensin system)	rs4277405	31015401	cg01719825_TC21	20
Medication use for hypertension (number of purchases)	rs4277405	36653479	cg01719825_TC21	20
Hypertension (confirmatory factor analysis Factor 12)	rs4277405	38965376	cg01719825_TC21	20
Alzheimer's disease	rs4277405	35379992	cg01719825_TC21	20
Medication use (agents acting on the renin-angiotensin system)	rs4277405	34594039	cg01719825_TC21	20
Medication use (beta blocking agents)	rs4277405	34594039	cg01719825_TC21	20
Alzheimer's disease	rs4277405	37985413	cg01719825_TC21	20
Diastolic blood pressure	rs4459609	28739976	cg01719825_TC21	50
Diastolic blood pressure	rs4459609	28739976	cg01719825_TC21	50
Cortisol levels	rs2281517	36357675	cg09318122_TC21	10
Autoimmune thyroid disease	rs7251	32581359	cg03172226_TC21	11
Autoimmune thyroid disease	rs7251	37002690	cg03172226_TC21	11
Schizophrenia	rs7251	35396580	cg03172226_TC21	11
Coronary artery disease	rs8032842	35915156	cg00079375_TC21	14
Educational attainment (years of education)	rs11663049	30038396	cg06778641_TC21	41
Height	rs8115449	36224396	cg21859623_TC21	31
Serum creatinine levels	rs9913430	34594039	cg12765405_TC21	15
Photoreceptor cell layer thickness phenotypes (MTAG)	rs1972565	36848389	cg26102253_BC21	17
Obesity-related traits	rs737008	23251661	cg02978201_TC21	1
Obesity-related traits	rs737008	23251661	cg02978201_TC21	1
Obesity-related traits	rs737008	23251661	cg02978201_TC21	1
Serum levels of protein SEMG2	rs12881760	35078996	cg15986276_BC21	25
Serum levels of protein DLK1	rs12881760	35078996	cg15986276_BC21	25
Age of smoking initiation (MTAG)	rs12881760	30643251	cg15986276_BC21	25
Semenogelin-2 levels (SEMG2.6373.54.3)	rs12881760	29875488	cg15986276_BC21	25
Protein delta homolog 1 levels (DLK1.6496.60.3)	rs12881760	29875488	cg15986276_BC21	25
Fasting plasma glucose	rs1209523	20152958	cg02195292_TC21	22
Fasting blood glucose	rs1209523	31217584	cg02195292_TC21	22
Age at dementia onset in PSEN1 E280A mutation carriers	rs11705431	36951251	cg21177778_BC21	43
Monocyte count	rs186454026	32888494	cg03127886_BC21	32
Monocyte percentage of white cells	rs186454026	32888494	cg03127886_BC21	32
Type 2 diabetes	rs4924455	32514122	cg20317748_TC21	14
Medication use (drugs used in diabetes)	rs4924455	34594039	cg20317748_TC21	14
Height	rs184395229	31562340	cg07780114_TC21	6
Height	rs11084942	36224396	cg11930564_TC21	9
Protein levels in obesity	rs2074639	29234017	cg23386659_BC21	34
Myeloblastin levels	rs2074639	34648354	cg23386659_BC21	34
ARG1/HMBS protein level ratio	rs1741317	38412862	cg07472708_TC21	37
Blood urea nitrogen levels	rs889400	34594039	cg00449930_BC21	20
Hematocrit	rs11844732	32888494	cg13066043_BC21	26
Hemoglobin	rs11844732	32888494	cg13066043_BC21	26
Multi-trait sum score	rs9929488	37277458	cg02751803_BC21	50
Multi-trait sex score	rs9929488	37277458	cg02751803_BC21	50
Multi-trait sum score	rs9929488	37277458	cg02751803_BC21	50
Cystatin C levels	rs4794008	33462484	cg24930713_BC21	20
Sex hormone-binding globulin levels	rs4794008	33462484	cg24930713_BC21	20
Height	rs9616380	36224396	cg14309743_TC21	33
Kawasaki disease	rs2071473	33106546	cg02010152_BC21	12
Monocyte count	rs2071473	34469753	cg02010152_BC21	12
Strep throat	rs2071474	28928442	cg02010152_BC21	35
Hypothyroidism or rheumatoid arthritis (pleiotropy)	rs1634760	38368726	cg02446475_BC21	45
Hip circumference adjusted for BMI	rs3873388	34021172	cg02446475_BC21	20
Hemoglobin levels	rs200484	32327693	cg02228804_TC21	46
Depression	rs200484	34586374	cg02228804_TC21	46
Inguinal hernia	rs200484	34382107	cg02228804_TC21	46
Seropositivity for staphylococcus aureus peptide (agilent_222381)	rs200484	37164013	cg02228804_TC21	46
Inguinal hernia	rs200485	34382107	cg02228804_TC21	23
Insomnia	rs630792	35835914	cg06471254_TC21	34
Lymphocyte count	rs3735609	32888493	cg06724108_TC21	37
Height	rs150881	36224396	cg07907564_BC21	19
Height	rs3746524	36224396	cg25602543_BC21	31
Serum calcium levels	rs12591554	35501403	cg12688204_TC21	41
Self-reported math ability	rs16950305	30038396	cg01363902_BC21	42
Self-reported math ability (MTAG)	rs16950305	30038396	cg01363902_BC21	42
Type 2 diabetes	rs3918298	32541925	cg18773844_TC21	26
Prostate cancer	rs3918298	33398198	cg18773844_TC21	26
Prostate cancer	rs3918298	33398198	cg18773844_TC21	26
Prostate cancer	rs3918298	33398198	cg18773844_TC21	26
Gamma glutamyl transferase levels	rs3918298	33462484	cg18773844_TC21	26
Hip index	rs3918298	34021172	cg18773844_TC21	26
Type 2 diabetes	rs3918298	35551307	cg18773844_TC21	26
Type 2 diabetes	rs3918298	35551307	cg18773844_TC21	26
Type 2 diabetes	rs3918298	35551307	cg18773844_TC21	26
Gamma glutamyl transferase levels	rs3918298	38632349	cg18773844_TC21	26
Waist-to-hip ratio adjusted for BMI	rs10502148	30575882	cg17089665_TC21	12
Waist-hip ratio	rs10502148	30575882	cg17089665_TC21	12
Waist-to-hip ratio adjusted for BMI	rs10502148	30239722	cg17089665_TC21	12
Contactin-1 levels	rs61261356	34648354	cg08472243_TC21	13
Gut microbiota relative abundance (Faecalibacterium)	rs627543	33208821	cg12290486_BC21	46
Milky sweets liking	rs3088215	35585065	cg02850742_BC21	49
AP-4 complex accessory subunit tepsin levels	rs61745945	34648354	cg20502259_TC21	1
AP-4 complex accessory subunit tepsin levels (ENTHD2.7947.19.3)	rs61745945	29875488	cg20502259_TC21	1
C-reactive protein levels	rs36049560	31900758	cg06126698_TC21	11
Liver enzyme levels (gamma-glutamyl transferase)	rs36049560	33972514	cg06126698_TC21	11
High density lipoprotein cholesterol levels	rs36049560	34887591	cg06126698_TC21	11
Ischemic stroke (undetermined subtype)	rs74475935	26708676	cg04057219_TC21	26
Neonatal abstinence syndrome	rs1078378	35974158	cg18515171_TC21	14
Fructose-bisphosphate aldolase C levels	rs56147019	34648354	cg15701419_TC21	5
Blood protein levels	rs55866012	30072576	cg03176917_BC21	20
Serum levels of protein PGLYRP2	rs55866012	35078996	cg03176917_BC21	20
Mitochondrial DNA copy number	rs11064074	35023831	cg19815634_BC21	41
Pulse pressure	rs86312	38689001	cg09397798_TC21	30
Alpha-N-acetylglucosaminidase level in Chronic kidney disease with hypertension and no diabetes (15509_2)	rs86312	35870639	cg09397798_TC21	30
Systolic blood pressure	rs86312	38689001	cg09397798_TC21	30
